id,text,bucket,toxic,severe_toxic,obscene,threat,insult,identity_hate,score_toxic,score_severe_toxic,score_obscene,score_threat,score_insult,score_identity_hate,annotation_source
civilcomments-783c81e171bcc3ca6d84,Seems like you didn't even pay attention to the ktva story because Gin Berry in the interview flat out stated she was their friend so your statement about seeing her on erick almindingers facebook is stupid to say the least,insult,1,0,0,0,1,0,0.728571,0.042857,0.085714,0.0,0.728571,0.014286,civil-comments-human-crowd-aggregate
civilcomments-a4d2ac7637dea6f237c4,"One and a quarter percent increase over each of 3 years for Ontario doctors. Cutbacks on special needs school children. Yet $ 1 billion and counting for four liberal seats -- e-health billions wasted, Orange, MARS, and the list goes on. This woman is tone deaf and no friend of Ontario people. Just another grubby, grasping pol.",insult,1,0,0,0,1,0,0.7,0.0,0.0,0.0,0.7,0.0,civil-comments-human-crowd-aggregate
civilcomments-8e6556faa491c1a045e2,"And today in Arizona, he is running 4th with 10% against Trump's 47%. 226,000 Trump votes and 48,000 Kasich. And zero Arizona delegates. He's currently tied with Trump in Utah with both getting 15% against Cruz' 69%. That isn't even ""Also Ran"".",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-fda0e2cda0d16e136513,"please do not fly with young kids, and dont expect the kids to be tying up the seats with more legroom either - they are short you know",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-c8972acbf55b68c1b674,Any republican claiming the moral high ground because they oppose gay marriage and abortion should be reminded that they voted for a man who bragged about grabbing women by their pu$$ies and whose wife has posed naked for a lesbian photo shoot!,identity,1,0,1,0,1,1,0.8,0.0,0.5,0.0,0.6,0.6,civil-comments-human-crowd-aggregate
civilcomments-a24ba692af8bcf57e8d0,"Have you read the second chapter of the Epistle of James? What good is it, my brothers and sisters, if you say you have faith but do not have works? Can faith save you? If a brother or sister is naked and lacks daily food, and one of you says to them, ‘Go in peace; keep warm and eat your fill’, and yet you do not supply their bodily needs, what is the good of that? So faith by itself, if it has no works, is dead. -- James 2:14-17 Catholics know that we are saved by faith -- we have read the Epistle to the Romans. We also know that if your faith does not change the way you act, then your faith is a sham.",neutral,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-7e01a2580bda34767a34,"Douglas, Actually I'm a little embarrassed as you remind me of the common meanings of the word. 'What a maroon"" is a Bugs Bunny phrase mispronouncing ""moron"".",insult,1,0,0,0,0,0,0.5,0.0,0.3,0.0,0.4,0.0,civil-comments-human-crowd-aggregate
civilcomments-0fcb22573cc34d2b208d,"this guy is the reason trump won. a democrat scolding us for not being more productive. the kids coming out of school right now have been taught that global warming is going to end life, making money is evil and there is no social justice and on top of that they all want to smoke pot. this is all brought to you by the democrat party teachers union. I think they have really done their best to make kids think twice before they go out and start a evil, planet destroying job. or and industry. I find when I hire kids to go seining that the first thing their on the lookout for is bycatch because a teacher told them all fishing is just plain raping the earth.This guy is such a smug elite that he can make you sick and want to vomit. I used to think that anchorage was Alaska but I am beginning to think its a lost cause",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-3c33980b7cd00634f413,"How can you hedge on presidential campaign promises when you are not yet the president? Oh, silly me, I should know that facts don't matter to the media.",neutral,0,0,0,0,0,0,0.4,0.0,0.0,0.0,0.4,0.0,civil-comments-human-crowd-aggregate
civilcomments-b7d50a8a63eecbb14544,"Or maybe stabbed, hacked to death with a machete or run over with a vehicle.",threat,1,0,0,1,0,0,0.5,0.0,0.1,0.6,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-748a0802686e5d699991,You Sue are an idiot.,insult,1,0,0,0,1,0,0.857143,0.017857,0.160714,0.0,0.875,0.017857,civil-comments-human-crowd-aggregate
civilcomments-7c3581076f71d28d78ff,I am sure it is very useful for those on a fixed income. Unfortunately it perpetuates a cycle of dependency that is unhealthy.,neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-059e979a087aa699ed93,good deed but his food is very crappy,neutral,0,0,0,0,0,0,0.346667,0.026667,0.093333,0.0,0.32,0.0,civil-comments-human-crowd-aggregate
civilcomments-8b189be6711768045fec,"Tens of thousands of Canadians were 15, 16, 17 and 18 when they joined the Canadian military in 1914 and 1939. They were all soldiers and being killed or killing others. Didn't you see any of the CBC documentaries on Vimy Ridge recently? Arbitrary age is no excuse for deliberate terror.",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-e3509a72b7480e352218,"(No oil bearing province in the world pays the oil companies to take their oil.) ""Oh I’m sure Alaska isn’t the only one. No doubt there are other countries doing the same thing"" That's probably true. You're likely going to have to look to the Third World to find folks that corrupt or dumb, though...",insult,1,0,0,0,1,0,0.833333,0.0,0.0,0.0,0.833333,0.0,civil-comments-human-crowd-aggregate
civilcomments-df5ad385a7b3bf45c505,Are you advocating that if a child is unwanted it is better to kill it?,threat,1,0,0,1,0,0,0.6,0.1,0.0,0.6,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-706261a7334fcc085087,"LOL And this one...1Cor 6:19-20 ""... that you are not your own?""",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-2ad6bd7f7dffd26a6097,"They should not be ""performances"".",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-24f3bbf13eb321efda53,"Yeah ironically enough I could have voted for him over Hillary. But I just cannot vote for Trump. His bigotry and overbearing insanity is too Reagan or Hitler like for my happiness. Yes I'd take a liar over a narcissistic sociopath any day. But my preference would have been someone like John Kasich, sheesh I would of voted for Warren Buffet truth be told if he would have ran.",insult,1,0,0,0,0,0,0.5,0.1,0.1,0.1,0.4,0.1,civil-comments-human-crowd-aggregate
civilcomments-786c3e536ce4b05b69c1,Thank you John. You have identified the incredible hypocrisy that masquerades as populism and pointed to the country-unifying features of CBC even if occasionally what unifies parts of the country is making fun of it.,neutral,0,0,0,0,0,0,0.4,0.0,0.0,0.0,0.3,0.0,civil-comments-human-crowd-aggregate
civilcomments-6db30a84281d51aab627,"Golly Gee who give a shit, they have opened the door to all immigrants come on free money any you want.",profanity,1,0,1,0,0,0,0.930556,0.111111,0.847222,0.0,0.430556,0.180556,civil-comments-human-crowd-aggregate
civilcomments-22edcf7a9d8f16257db6,"""PeaceHealth lowered the base amount of severance pay for health caregivers early this year. But Marcy Marshall, PeaceHealth spokeswoman in Eugene, on Thursday said the company hadn’t changed the base amount. She confirmed, however, that PeaceHealth changed its severance policy in regards to employment after layoff."" I don't believe in coincidences. I believe there's an incidental relationship between the change in the severance policy and this 'strategic engagement'. When money is involved some people and organizations play dirty pool if they think they can get away with it or nobody can stop them.",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-62f103c21bb149a68a85,Do you work for her? What concessions? All Wallonia wanted was more than a day to review the final agreement.,neutral,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.2,0.2,civil-comments-human-crowd-aggregate
civilcomments-e457e5caacebd6a08de5,"Perhaps I was a bit presumptuous. Regardless, you're making it all too obvious that you're avoiding my point about Michael Dukes. There's also Lance Roberts; as his current role as an anachronism on the local political scene has gained him some small measure of national media attention, he's not exactly a nobody, either. They just don't fit within the prevailing controlled narrative. And FWIW, I also know Schaeffer. I know that his activities were scaring the ""normal folks"" / ""pillars of the community"" at least 2 or 3 years before the public at large took any notice. From what I've heard or read the past few years, we've all managed to forget that one of his claimed targets was Ralph Beistline, who epitomizes the ""good ol' boys club"" in Fairbanks perhaps more than any other living person. I also know various ""idiot minions"", though you can't exactly call them idiots considering that they were the ones who bailed from the militia when it starting turning in that direction.",insult,1,0,0,0,1,0,0.6,0.0,0.1,0.0,0.6,0.0,civil-comments-human-crowd-aggregate
civilcomments-09909e921e1a934c2cea,"In Henry VI, Dick the Butcher: ""The first thing we do, let's kill all the lawyers"" ~Shakespeare",threat,1,0,0,1,0,0,0.640625,0.046875,0.0625,0.625,0.125,0.0625,civil-comments-human-crowd-aggregate
civilcomments-1b90fa035cc3bba2eef5,"Yep, between the lines O doesn't really support it, he's suggesting strict control which is OK by me. The whole thing is a Trudeau fiasco, the moron thinks the underage people will stop buying and the street vendors will go away, not likely",insult,1,0,0,0,1,0,0.7,0.0,0.2,0.0,0.7,0.0,civil-comments-human-crowd-aggregate
civilcomments-ea07f72a62a82a46263e,when is st .vincent de paul ....going to start giveing the homeless some clothing......right now all thay give is a $15 doller voucher....every 3 months.....st vincent de paul is a fake charity.....,neutral,0,0,0,0,0,0,0.142857,0.0,0.0,0.0,0.142857,0.0,civil-comments-human-crowd-aggregate
civilcomments-7c082ab475e28cde8837,No president since ww2 has started with the deck stacked against him like Obama did.,neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-cdf48ba0a6ede679fbb9,"You talk about paradise while we dump sewage into our near-shore water on a regular basis. It's gotten so out of hand that the news now regularly reports high bacteria levels. If folks really knew what they were swimming in, they wouldn't be swimming. Local politicians have dipped their beaks long enough. They have devastated our once beautiful island in the name of lining their pockets, and nobody sees to care. With the most pathetic voter base in the nation, Hawaii continues to elect those who do them the most harm, and you want to promote signage?",insult,1,0,0,0,0,0,0.5,0.0,0.1,0.0,0.4,0.0,civil-comments-human-crowd-aggregate
civilcomments-912dfda3da620a18b0bb,"Plagiarism in journalism looks to be down, right Peg?",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-da66f7e9d8a4b58b00f2,Look in the mirror you pathetic clown.,insult,1,0,0,0,1,0,0.894737,0.026316,0.026316,0.0,0.868421,0.0,civil-comments-human-crowd-aggregate
civilcomments-85fae19b03c1bfc5bac3,This stuff will all die off as people tire of using their phones and computer and watching TV. Adults are the worst offenders. Too much screen time. Information overload. I wish it was 2006...,neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-30fe57c5a1a2422cfe47,"the republicans showed a surprisingly weak field of candidates and the press totally let trump build this bizarre image and following...historically much like hitler. actually a lot like hitler.... "" ain't it crazy, ain't it crazy, keep on working that thing...""",neutral,0,0,0,0,0,0,0.181818,0.0,0.0,0.0,0.090909,0.181818,civil-comments-human-crowd-aggregate
civilcomments-98eb17fe0957e5d4a3ca,"Yes. As is the M1911, the Winchester M1897, the M1 Garand, the M1 carbine, the M14, the Baretta 92, the Glock 17, pretty much every firearm out there is designed to kill, really fast.",insult,1,0,0,0,0,0,0.5,0.1,0.0,0.4,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-2a15e071fd47a298523d,"Accidentally? Lol. I am not sure what's going on here, but no one accidentally shipped $1500 worth of anything anywhere, and there's not a cop alive who would actually think someone did.",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-90abd4b0db92eef57a27,"What ??? A private island, a 160ft yacht, a billionarre, what's the problem???? Canada is back, this is the change the Kardashian crowed voted for!!! God help us.",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-f4fcf7f051e20d826280,"I will pay YOU to rent one of my pets. I go by total pet weight so it might be the old, farty, blind, deaf and huge dog. or a couple of little ones that think they are pit bulls. clean up bags included. and I will definitely bring them to YOU. I've also got something in the crawl space....i'll just throw that in... but really, isn't that about the strangest deal you've heard? who rents a dog like that? there was a place here that rented dogs out by the hour to joggers who wanted the safety while being on some of the paths. that made sense - I don't see an upside to this deal.",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-017d12d40a41d9ee1f1d,are you crazy? She has become a fiend.,insult,1,0,0,0,1,0,0.739726,0.013699,0.068493,0.0,0.712329,0.027397,civil-comments-human-crowd-aggregate
civilcomments-b02f6fb29f83dd325daa,You wrote: <i>The source of the teaching is God.</i> You care to spec that out?,neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-6d4fe47ed3f1d6d5efde,"What will you do differently from our current legislature that will get a workable budget passed? If necessary, are you willing to compromise to do this?",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-3509689a6854c87421de,"even if he grew up in Cambodia he was exposed to their new age of consent laws since his teens, and he should be aware of legal age here in the US. he is a student so he's exposed to his peer groups conversations about sex.",neutral,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.1,0.0,civil-comments-human-crowd-aggregate
civilcomments-aa4825ac86cfa826e854,"DON'T DO IT GARNEAU. The American-Anglo empire have declared war on Middle East Muslims for 25 years. Bombed the hell out of them. Make sure their world is in constant turmoil. Make sure they do not rise up to challenge Christianity. Canada have participated in these missions but only partially, under certain principles and restrictions. That's because Canada is not vassal of American-Anglo empire of conquest. We have relations with them only to serve our interests. We DO NOT conquer other people's lands, civilization, or their religions. But you don't grind up an ancient civilization without blowback, retaliations. The American-Anglo blowback just keep getting bigger, no sign of ending. They keep putting up higher security walls, to the point of insanity. But they keep the bombing. DO NOT join in their insanity. Keep our cautions but maintain good relations with the world's civilizations. There is no need to ban electronics from anywhere. Check them carefully, but NO BAN.",neutral,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.2,0.0,civil-comments-human-crowd-aggregate
civilcomments-f07febf29b44669dc7e5,"What do you expect MJ Board. Marijuana smokers by nature are rebels. You were given a job to bring a new industry to Alaska and all you can think about is ""how can we stop these people"". In your face MJ Board until you get the message. You may write the regulations but you do not regulate rebels. Push as hard as you want but all you will succeed in is bringing rebellion to your front door.",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-6389476b2c9444d377dd,"Klansmen and Nazis comprise essentially zero percentage of Trump supporters so the comment you probably thought enlightened is really completely irrelevant. I wonder how many murderers and rapists support HRC. Actually, who cares. Extremists of all flavors are just not part of the solution.",neutral,0,0,0,0,0,0,0.293103,0.017241,0.034483,0.0,0.224138,0.051724,civil-comments-human-crowd-aggregate
civilcomments-8844c3d55f851f7b15cf,I wonder how many of them are going to feel welcomed after. They will all probably leave for Montreal if not Toronto after stupidity like this.,insult,1,0,0,0,1,0,0.776316,0.013158,0.144737,0.0,0.671053,0.013158,civil-comments-human-crowd-aggregate
civilcomments-727ac823d19e6bfb31ca,"I find it ironic that the government keeps targeting remote villages for upgrades with respect to running water, but my daughter lives (in) Fairbanks and has an outhouse and no running water. Just maybe we should also look closer to Alaskan cities and not just remote villages?",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-3224ed583443d4529c06,"We get the government we elect. If our government sucks, it's our own fault.",insult,1,0,0,0,0,0,0.507246,0.0,0.072464,0.0,0.449275,0.043478,civil-comments-human-crowd-aggregate
civilcomments-a291208ee0dae921af04,"Correction to ""Tell the Truth"": The Alaskan Republican primary EXCLUDES independents (and others) who are not registered Republicans. Since a huge number of Alaskans are non-partisan (is it 1/2?), this exclusion narrows the final pool of candidates more than the comment above suggests. Only the Democratic primary allows independents to vote. This is a state-by-state, and party-by-party decision. Some states have totally open primaries, others, as in Alaska, are open by one party and not by the other. For more information, research the term, ""Open Primaries.""",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-c4fa69215dd2d58453a8,Well that just caused yet another avalanche of freakin' paperwork. F*k the middle class. It's coming.,profanity,1,0,1,0,0,0,0.55,0.0,0.55,0.0,0.35,0.1125,civil-comments-human-crowd-aggregate
civilcomments-890f3253fdb6a6132e95,"Craig Stevaux - You've got it all wrong like the rest of your sad ilk. Even Christians, Jews and atheists from those countries would be temporarily banned just like the Muslims. Try reading the regulation and quite promoting a lie. Typical!",insult,1,0,0,0,0,0,0.5625,0.0375,0.0125,0.025,0.3875,0.45,civil-comments-human-crowd-aggregate
civilcomments-367bea27cd24ef88c294,Do please make use of the cliff yourself and follow the Dumpster - I am sure you will enjoy the experience!,insult,1,0,0,0,0,0,0.5,0.0,0.0,0.2,0.4,0.0,civil-comments-human-crowd-aggregate
civilcomments-d56454ebf32c90b25af8,Please tell me you did not just actually try to equate intervention in Israel's politics as equally concerning to us Americans as Russian intervention in US elections?,neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-c2d27b2cdf56a746cb58,"Paul: If I run across any of those ""liberals wih extreme arrogance that are not religious"" I'll relay your message. Meanwhile, I'm not sure discussing the question of infidelity is ""trash talking."" To me ""loyalty"" is a very important personal quality and adultery is an act of disloyalty.....if I may coin a phrase ""an act of marital treason."" I've already admitted to being a prig on this issue..... P.S.: I've also been called a ""pompous ass""...... that's probably somewhat akin to having ""extreme arrogance""..... maybe I should dye my hair (what's left of it) orange and run for the presidency. oh well, those damn slings and arrows.....regards, Gary",profanity,1,0,1,0,1,0,0.7,0.0,0.7,0.0,0.6,0.0,civil-comments-human-crowd-aggregate
civilcomments-464d058d7302620fc450,Really I was 12 when I slep with a 20 year old girls at those ages know how to pull crap over guys this is bull crap the parents and crap need to stop thinking that they r all good and nice when in fact behind there backs there freaken evil this boy shouldn't of been charged this is getting out of hand,profanity,1,0,1,0,1,0,0.727273,0.090909,0.636364,0.0,0.545455,0.0,civil-comments-human-crowd-aggregate
civilcomments-beab9a1765b3faf9d210,"ME neither. Must be an age thing. But, aren't young folks just the cutest?!",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-f6edcad5954c29f8718d,"if this terrorist problem isn't solved peacefully now , that is , by muslims, then it will be solved violently by other later",insult,1,0,0,0,0,0,0.5,0.0,0.0,0.3,0.4,0.4,civil-comments-human-crowd-aggregate
civilcomments-bac4538ed4740e131a86,There was a time when political differences came down to government spending policy or whether businesses should get tax breaks.... but now... now I see people advocating murder as a patriotic method of limiting immigration. I used to vote for both major parties depending on which economic approach I agreed with. Now I face the possibility that voting for one of those parties may mean aligning myself with a racist movement that accepts violence as a means to achieve their goals. Voting is no longer about whether I want to fund low-income housing or pay raises for soldiers. Voting is now about whether I'm willing to look my Muslim co-worker in the eyes again.,neutral,0,0,0,0,0,0,0.3,0.0,0.0,0.0,0.1,0.4,civil-comments-human-crowd-aggregate
civilcomments-d8318074cb48fedb93f4,Certain people label comments they disagree with as uncivil in order to stifle opposing views. This new system allows the politically correct to shut down debate.,neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-679f4ce426e536d17b6b,Hopefully Murkowski recognizes that the opposition to DeVos is well-organized--yet there may be more Alaskans who actually favor her nomination! (It's just that there's no special interest organizing those in favor to speak out).,neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-fdc6091403884060d503,"Unlike Canada, Denmark and the rest of the European Union have very strict vehicle third-party safety standards for all road vehicles. Third-party safety standards are designed to mitigate damage to third parties such as cyclists, pedestrians and other vehicles. Canada has none of these requirements, and no national vehicle safety inspection regime to ensure all road vehicles are safe. It is nice to say that we should emulate Denmark, but we have a very, very long way to go, requiring a complete change of mentality regarding transportation. That will never happen here.",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-fd6879e0894e03b854b0,Habs have no one to blame but themselves. They should have put the Rangers away when they had the chances.,neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-3b8f3332a2c438a49120,"Yes, we do need priests who are in favour of branding and dragging people around naked tied to toilets. Having read this self-styled priest's comments over time I am not convinced that he was joking .",insult,1,0,0,0,0,0,0.5,0.0,0.0,0.1,0.2,0.3,civil-comments-human-crowd-aggregate
civilcomments-f611637f27907556e2ed,"Well, there actually is a fix for ""stupid"". Unfortunately the only fix available for ""stupid"" isn't legal -- yet. :-) But I really need to talk to Darwin about that theory of his, apparently the gene-pool-cleaners have been shirking in their duties in ridding the human-gene-pool of all its disasters. I say we remove all guard-rails and warning-labels from everything for a few generations. That should bring things back in balance somewhat.",insult,1,0,0,0,1,0,0.7,0.1,0.1,0.1,0.6,0.0,civil-comments-human-crowd-aggregate
civilcomments-d668aa1fefe98a197ea0,"My dear David Leavitt, I love your candor and extraordinary accuracy. I never learned so much about Alaska's North Slope Borough. I fact checked your figures regarding NS Borough taxation and payouts for capital budgets and your scary huge NS Perm Fund. Boasting only an Alaskan Public Education, you are dangerous smart with the datum you fetched and assembled. Those are some mind-blowing facts and figures and you tied them up in such a tight bundle (limit on size on ADN comments post). I'm the Journalism and Broadcasting graduate and son of gun! Since brevity is the soul of wit, you're hired. Of course you'll have to move to Washington and be called a moron by your lesser peers amidst this forum. Self-deprecation is a cultural trait amongst the Nordic tribes, but it rubbed of on you my Eskimo brother. You are NO dummy. Darn fine writing and we could learn a lot from you. I am afraid of taxes, but I sure can dig you now.",insult,1,0,0,0,1,0,0.5,0.0,0.3,0.0,0.5,0.0,civil-comments-human-crowd-aggregate
civilcomments-50839f42ce0226cdf116,Deport them back to the lands of Alla,insult,1,0,0,0,0,0,0.7,0.1,0.0,0.3,0.1,0.4,civil-comments-human-crowd-aggregate
civilcomments-0c92f33904bdec85a02f,"How about living in a state with no income tax? (Subject to change) How about those roads you drive on? How about schools for your children? How about hospitals, and cancer treatment facilities? How about income for every entrepreneur and employee in the state? If you don't think oil money has contributed either directly, or through the wages it pays its employees and contractors, you just keep on fishing and chop some extra wood while you're at it. Things are going to get tough real soon without new discoveries.",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-3cdcd6555620d0ee7405,"Yes... thank you for this. I'm grieving a cousin, who died unexpectedly Friday night. Very hard. This afternoon, my brother and his wife passed through with my nephew, not quite two months old. So beautiful.",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-09d572f039a87952758a,"Newt Gingrich played the personal-attack card in that interview, directing comments at Megyn Kelly as a person: ""You are fascinated with sex, and you don't care about public policy ... that's what I get out of watching you tonight."" Then, like a bully, Gingrich challenged Kelly to say something that he wanted her to say, ""Say, 'Bill Clinton, sexual predator' ... I dare you <smirk> ... <smirk> Try saying it."" Ad hominem attack? Bullying? Those are classic examples of losing one's temper. Or, as Kelly accurately observed, ""anger issues."" Actually, Gingrich could learn from Kellyanne Conway how to keep one's composure during an interview while at the same time advancing her candidate's campaign. Conway is frustrating as hell to watch because she does not answer the questions posed by the interviewers, but she gets her points across - with a smile -- without attacking anyone personally. These old white guys could learn a lot from women if they'd put their d***s away and shut their mouths.",profanity,1,0,1,0,1,0,0.7,0.2,0.5,0.0,0.6,0.1,civil-comments-human-crowd-aggregate
civilcomments-45e200d7ee59d8cefa09,"""Yes, Democrats should more clearly emphasize economic justice for all, including struggling whites. But I hope that Democrats won’t needlessly squabble over whether to prioritize identity or justice."" Why are these lofty goals of inclusion always touted as things for which Democrats should aspire. Are they not also the very things for which Republicans should strive? It seems there is divisiveness even when calling for inclusion.",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-272efd7abcd31888205b,"I propose a different title to this article: Wake up, Toronto, to the role of corrupt foreign money in your housing crisis.",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-b819bb7847a06ead6d74,I have never heard so many stupid comments on an article. You wanted it legal so live with the rules,insult,1,0,0,0,1,0,0.764706,0.0,0.117647,0.0,0.705882,0.0,civil-comments-human-crowd-aggregate
civilcomments-6f37f23a6c5f77b772cd,"""Indivisible Hawaii""...what a marvelous misnomer. In point of fact the state is riven by animosity, discord, jealousy and inequality. The solution? Put on a cute ""Pink Pussy"" hat and parade around offices of the state’s congressional delegation looking for a photo op. . “It’s logistical...we try to do this during people’s lunch hours"" Brilliant! Call on the legislators when they're not in their offices. Logistical? No dear, its ludicrous. . This charade solves nothing but it looks so marvelous on ones Facebook page.",insult,1,0,0,0,1,0,0.5,0.1,0.2,0.0,0.5,0.0,civil-comments-human-crowd-aggregate
civilcomments-bceb3ef5e42457d62673,"Curses, foiled again.",profanity,1,0,1,0,0,0,0.7,0.0,0.7,0.0,0.1,0.0,civil-comments-human-crowd-aggregate
civilcomments-e5e8d77a000b82a8fe7f,"In 1999 Senator Ellis gave me the opportunity to work in the legislature. Over the next decade, I learned the importance of relationships and honesty in getting things accomplished in the legislature through observing him. A true statesman who is smart, caring and sincere, with an incredible knowledge of Alaskan politics. He was always there for those who truly needed an advocate. He always looked out for those of us he brought into politics. (He recommended that Senator Bette Davis hire me. Thank you Johnny!) I am incredibly proud and lucky to be able to say to my grandchildren that I was blessed to have worked for two of the most respected people to ever serve our state. I wish him all the best in the future! I will miss his presence.",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-20301d55755c51d98efe,"It must be the first time in the history of politics that a 58% vote (BC 2005 for the Single Transferable Vote) is routinely described by the malleable media as a ""defeat."" So much for the guardians of the public interest against conflict of interest, by politicians who are their own referees.",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-5d16c86c197cc59a5a47,"I agree with you that Harper shamelessly pandered to the immigration shills. It was the one reason I wasn't too troubled by his defeat even though I knew Justin was many orders of magnitude worse. Harper at least kept immigration somewhat in check. Trudeau wants to blow up immigration by 50% within a few years, which will turn Vancouver into a Chinese resort city and Toronto into a massive slum. Canadians are usually reluctant to vote out majority governments after just one term, but for the good of the country I hope people come to their senses in 2019.",neutral,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.2,0.0,civil-comments-human-crowd-aggregate
civilcomments-7ce92d3049d72ac58513,"""Accounting for other sources of lead exposure (e.g., food, dust), the U.S. EPA set the maximum allowable concentration of lead in public drinking water at 15 μg/L. (Many experts on lead toxicology believe the safe level should be 10 μg/L or less, but for purposes of this discussion we will use the EPA’s level of 15 μg/L.) Since lead serves no beneficial purpose in the human body, it is best if drinking water contains no lead. State drinking water standards must be at least as strict as the EPA drinking water standard of 15 μg/L.""",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-5801a0870f2e12cca0d5,"Cash flow seems to be your favorite valuation metric. Meanwhile...trying too hard to understand ""Financial Accounting"" (non GAAP) is like trying to play Monopoly with somebody who cheats... I do not spend a ton of time there....more interested in the liability side. You can't fake that.",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
